,ZIPCODE,RESIDENTIAL_UNITS,COMMERCIAL_UNITS,GROSS_SQUARE_FEET,AGE,TAX_CLASS,BUILDING_CLASS,SALE_PRICE
4965 ,11226 ,3 ,0 ,2096 ,118 ,1 ,15 ,652000 
4966 ,11203 ,1 ,0 ,4200 ,97 ,1 ,15 ,558500 
4967 ,11203 ,3 ,0 ,2556 ,97 ,1 ,15 ,270129 
4968 ,11203 ,3 ,0 ,2818 ,67 ,1 ,15 ,325000 
4969 ,11203 ,3 ,0 ,2080 ,82 ,1 ,15 ,700000 
4970 ,11203 ,3 ,0 ,2688 ,97 ,1 ,15 ,642000 
4971 ,11203 ,3 ,0 ,1836 ,87 ,1 ,15 ,525000 
4972 ,11210 ,3 ,0 ,2048 ,112 ,1 ,15 ,800000 
4973 ,11210 ,3 ,0 ,2100 ,112 ,1 ,15 ,770000 
4974 ,11210 ,3 ,0 ,3600 ,10 ,1 ,15 ,750000 
4975 ,11210 ,3 ,0 ,3600 ,10 ,1 ,15 ,750000 
4976 ,11210 ,3 ,0 ,3984 ,82 ,1 ,15 ,533000 
4977 ,11210 ,3 ,0 ,3540 ,47 ,1 ,15 ,700000 
4978 ,11210 ,3 ,0 ,3720 ,92 ,1 ,15 ,675000 
4979 ,11210 ,3 ,0 ,3792 ,82 ,1 ,15 ,999000 
4980 ,11210 ,3 ,0 ,3432 ,29 ,1 ,15 ,535000 
4981 ,11210 ,3 ,0 ,3432 ,29 ,1 ,15 ,550000 
4982 ,11203 ,4 ,0 ,3440 ,87 ,2 ,18 ,680000 
4983 ,11203 ,6 ,0 ,6150 ,87 ,2 ,17 ,750000 
4984 ,11203 ,6 ,0 ,5710 ,97 ,2 ,17 ,595000 
4985 ,11203 ,4 ,0 ,3440 ,97 ,2 ,18 ,611000 
4986 ,11203 ,4 ,0 ,3360 ,97 ,2 ,18 ,762000 
4987 ,11203 ,4 ,0 ,3520 ,97 ,2 ,18 ,715000 
4988 ,11203 ,15 ,0 ,10800 ,87 ,2 ,16 ,2200000 
4989 ,11203 ,5 ,0 ,3650 ,97 ,2 ,17 ,920000 
4990 ,11203 ,6 ,0 ,5250 ,86 ,2 ,17 ,925000 
4991 ,11203 ,30 ,0 ,22120 ,91 ,2 ,16 ,6065280 
4992 ,11226 ,4 ,0 ,3400 ,86 ,2 ,18 ,800000 
4993 ,11203 ,4 ,0 ,2500 ,86 ,2 ,18 ,1000000 
4994 ,11210 ,4 ,0 ,2700 ,67 ,2 ,18 ,1100000 
4995 ,11203 ,35 ,0 ,29934 ,87 ,2 ,27 ,6065280 
4996 ,11210 ,30 ,0 ,25200 ,88 ,2 ,27 ,8100000 
4997 ,11203 ,2 ,3 ,4000 ,88 ,2 ,168 ,1120000 
4998 ,11203 ,2 ,2 ,3260 ,86 ,2 ,168 ,825000 
4999 ,11203 ,5 ,1 ,5160 ,86 ,2 ,167 ,760000 
5000 ,11226 ,4 ,1 ,3460 ,92 ,2 ,166 ,700000 
5001 ,11203 ,3 ,2 ,3540 ,86 ,2 ,168 ,950000 
5002 ,11203 ,2 ,2 ,3280 ,84 ,2 ,168 ,620000 
5003 ,11203 ,1 ,2 ,3540 ,86 ,4 ,121 ,700000 
5004 ,11210 ,0 ,1 ,1440 ,92 ,4 ,120 ,750000 
5005 ,11210 ,0 ,1 ,1138 ,87 ,4 ,114 ,402208 
5006 ,11203 ,0 ,2 ,18424 ,62 ,4 ,118 ,1930000 
5007 ,11203 ,0 ,1 ,3000 ,86 ,4 ,90 ,1050000 
5008 ,11226 ,6 ,1 ,4100 ,107 ,4 ,93 ,850000 
5009 ,11203 ,0 ,1 ,8265 ,87 ,4 ,91 ,3650000 
5010 ,11203 ,1 ,1 ,3003 ,86 ,4 ,93 ,475000 
5011 ,11203 ,0 ,2 ,5520 ,86 ,4 ,90 ,2300000 
5012 ,11226 ,4 ,1 ,3300 ,86 ,4 ,93 ,900000 
5013 ,11203 ,2 ,3 ,3000 ,84 ,4 ,93 ,960000 
5014 ,11210 ,0 ,1 ,7200 ,63 ,4 ,90 ,4900000 
5015 ,11210 ,0 ,1 ,2175 ,87 ,4 ,90 ,3400000 
5016 ,11210 ,0 ,1 ,1120 ,87 ,4 ,90 ,550000 
5017 ,11236 ,0 ,2 ,5740 ,31 ,4 ,91 ,2100000 
5018 ,11203 ,0 ,1 ,1500 ,60 ,4 ,45 ,360000 
5019 ,11226 ,8 ,0 ,6932 ,1 ,4 ,55 ,2000000 
5020 ,11203 ,0 ,1 ,4504 ,54 ,4 ,50 ,1000000 
5021 ,11203 ,0 ,2 ,4000 ,58 ,4 ,49 ,750000 
5022 ,11203 ,0 ,1 ,2897 ,67 ,4 ,36 ,900000 
5023 ,11203 ,0 ,1 ,152660 ,63 ,4 ,36 ,7750000 
5024 ,11203 ,0 ,3 ,10000 ,86 ,4 ,194 ,2900000 
5025 ,11203 ,0 ,1 ,2100 ,84 ,4 ,194 ,590000 
5026 ,11203 ,0 ,1 ,2100 ,84 ,4 ,194 ,550000 
5027 ,11234 ,0 ,1 ,800 ,87 ,4 ,218 ,800000 
5028 ,11225 ,1 ,0 ,1360 ,107 ,1 ,5 ,1335000 
5029 ,11225 ,1 ,0 ,1765 ,107 ,1 ,5 ,1425000 
5030 ,11225 ,1 ,0 ,2656 ,112 ,1 ,5 ,2100000 
5031 ,11225 ,1 ,0 ,2656 ,112 ,1 ,5 ,2100000 
5032 ,11225 ,1 ,0 ,2728 ,112 ,1 ,5 ,2150000 
5033 ,11225 ,1 ,1 ,2200 ,86 ,1 ,163 ,700000 
5034 ,11225 ,1 ,0 ,1558 ,92 ,1 ,2 ,1215000 
5035 ,11225 ,1 ,1 ,2480 ,87 ,1 ,163 ,800000 
5036 ,11225 ,1 ,0 ,1780 ,107 ,1 ,6 ,1950000 
5037 ,11225 ,1 ,0 ,2180 ,107 ,1 ,5 ,1320000 
5038 ,11225 ,1 ,0 ,4433 ,89 ,1 ,4 ,1595000 
5039 ,11225 ,1 ,0 ,3373 ,92 ,1 ,4 ,2025000 
5040 ,11225 ,1 ,0 ,3848 ,116 ,1 ,5 ,2400000 
5041 ,11225 ,1 ,0 ,3848 ,107 ,1 ,5 ,2250000 
5042 ,11225 ,1 ,0 ,1800 ,112 ,1 ,6 ,21644 
5043 ,11225 ,1 ,0 ,2058 ,112 ,1 ,5 ,1850000 
5044 ,11225 ,1 ,0 ,2304 ,87 ,1 ,5 ,1550000 
5045 ,11225 ,1 ,0 ,1800 ,116 ,1 ,6 ,1415000 
5046 ,11225 ,1 ,0 ,1800 ,116 ,1 ,6 ,1500000 
5047 ,11225 ,1 ,0 ,1272 ,116 ,1 ,2 ,1199000 
5048 ,11225 ,1 ,0 ,4056 ,107 ,1 ,5 ,2627500 
5049 ,11225 ,1 ,0 ,4056 ,107 ,1 ,5 ,1750000 
5050 ,11225 ,1 ,0 ,1680 ,92 ,1 ,2 ,1200000 
5051 ,11225 ,1 ,0 ,2328 ,97 ,1 ,5 ,1300000 
5052 ,11225 ,1 ,0 ,2353 ,116 ,1 ,2 ,1100000 
5053 ,11225 ,1 ,0 ,2030 ,97 ,1 ,2 ,1950000 
5054 ,11225 ,1 ,0 ,1806 ,107 ,1 ,2 ,1750000 
5055 ,11226 ,1 ,0 ,3348 ,116 ,1 ,5 ,1750000 
5056 ,11225 ,2 ,0 ,2128 ,107 ,1 ,11 ,1050000 
5057 ,11225 ,2 ,0 ,2640 ,87 ,1 ,11 ,1450000 
5058 ,11225 ,2 ,0 ,2360 ,118 ,1 ,11 ,875000 
5059 ,11225 ,2 ,1 ,4000 ,118 ,1 ,164 ,900000 
5060 ,11225 ,2 ,0 ,2144 ,116 ,1 ,11 ,900000 
5061 ,11225 ,2 ,0 ,2096 ,107 ,1 ,11 ,1220000 
5062 ,11225 ,2 ,0 ,2108 ,107 ,1 ,11 ,1400000 
5063 ,11225 ,2 ,0 ,3108 ,92 ,1 ,14 ,1650000 
5064 ,11225 ,2 ,0 ,2144 ,112 ,1 ,11 ,2000000 
5065 ,11225 ,2 ,0 ,3144 ,112 ,1 ,11 ,1502000 
5066 ,11225 ,2 ,0 ,2128 ,112 ,1 ,11 ,350000 
5067 ,11225 ,2 ,0 ,2128 ,112 ,1 ,11 ,1475000 
5068 ,11225 ,2 ,1 ,3000 ,92 ,1 ,164 ,800000 
5069 ,11225 ,2 ,0 ,1808 ,97 ,1 ,11 ,1029000 
5070 ,11225 ,2 ,0 ,1808 ,97 ,1 ,11 ,650000 
5071 ,11225 ,2 ,1 ,3300 ,92 ,1 ,164 ,1600000 
5072 ,11225 ,2 ,0 ,1782 ,107 ,1 ,12 ,1339000 
5073 ,11225 ,2 ,0 ,2060 ,107 ,1 ,11 ,948000 
5074 ,11225 ,2 ,0 ,2160 ,107 ,1 ,11 ,440000 
5075 ,11225 ,2 ,1 ,4365 ,89 ,1 ,164 ,1710000 
5076 ,11225 ,2 ,1 ,4400 ,107 ,1 ,164 ,1250000 
5077 ,11225 ,2 ,0 ,1980 ,112 ,1 ,11 ,1200000 
5078 ,11225 ,2 ,0 ,2018 ,112 ,1 ,11 ,1340000 
5079 ,11225 ,2 ,0 ,2176 ,107 ,1 ,11 ,1225000 
5080 ,11225 ,2 ,0 ,2128 ,102 ,1 ,14 ,999999 
5081 ,11225 ,2 ,1 ,3510 ,92 ,1 ,164 ,1250000 
5082 ,11225 ,2 ,0 ,3576 ,116 ,1 ,13 ,1770000 
5083 ,11225 ,2 ,1 ,4800 ,107 ,1 ,164 ,1445000 
5084 ,11225 ,2 ,0 ,2208 ,107 ,1 ,11 ,1315000 
5085 ,11225 ,2 ,0 ,3120 ,116 ,1 ,11 ,1324000 
5086 ,11225 ,2 ,0 ,3120 ,116 ,1 ,11 ,910078 
5087 ,11225 ,2 ,0 ,2916 ,107 ,1 ,11 ,1050000 
5088 ,11225 ,2 ,0 ,2916 ,107 ,1 ,11 ,2350000 
5089 ,11225 ,2 ,1 ,3360 ,107 ,1 ,164 ,1200000 
5090 ,11225 ,2 ,0 ,1680 ,97 ,1 ,12 ,1330000 
5091 ,11225 ,2 ,0 ,2072 ,116 ,1 ,11 ,470000 
5092 ,11225 ,2 ,1 ,3270 ,118 ,1 ,164 ,1650000 
5093 ,11225 ,2 ,0 ,3420 ,2 ,1 ,11 ,1655000 
5094 ,11225 ,2 ,0 ,3420 ,2 ,1 ,11 ,1685000 
5095 ,11225 ,2 ,1 ,2763 ,92 ,1 ,164 ,900000 
5096 ,11225 ,2 ,1 ,3300 ,92 ,1 ,164 ,1050000 
5097 ,11225 ,3 ,0 ,2203 ,107 ,1 ,15 ,975000 
5098 ,11225 ,3 ,0 ,3060 ,118 ,1 ,15 ,900000 
5099 ,11226 ,3 ,0 ,3672 ,107 ,1 ,15 ,1550000 
5100 ,11225 ,3 ,0 ,2994 ,116 ,1 ,15 ,2645000 
5101 ,11225 ,3 ,0 ,3072 ,116 ,1 ,15 ,1620000 
5102 ,11225 ,3 ,0 ,3072 ,116 ,1 ,15 ,1100000 
5103 ,11225 ,3 ,0 ,3516 ,112 ,1 ,15 ,1750000 
5104 ,11225 ,3 ,0 ,3372 ,107 ,1 ,15 ,2125000 
5105 ,11225 ,3 ,0 ,3264 ,102 ,1 ,15 ,1400000 
5106 ,11225 ,8 ,2 ,9375 ,111 ,2 ,22 ,2800000 
5107 ,11225 ,16 ,0 ,9600 ,108 ,2 ,16 ,2925000 
5108 ,11225 ,4 ,0 ,3200 ,86 ,2 ,18 ,70000 
5109 ,11226 ,19 ,0 ,15300 ,107 ,2 ,22 ,750000 
5110 ,11225 ,16 ,0 ,11440 ,86 ,2 ,16 ,1700000 
5111 ,11225 ,4 ,0 ,5500 ,86 ,2 ,18 ,850000 
5112 ,11225 ,106 ,0 ,88580 ,89 ,2 ,27 ,23806625 
5113 ,11225 ,60 ,0 ,57993 ,88 ,2 ,27 ,21250000 
5114 ,11225 ,40 ,0 ,44316 ,92 ,2 ,27 ,14250000 
5115 ,11225 ,32 ,7 ,43662 ,79 ,2 ,33 ,2294342 
5116 ,11225 ,32 ,7 ,43662 ,79 ,2 ,33 ,1290568 
5117 ,11225 ,32 ,7 ,43662 ,79 ,2 ,33 ,2294342 
5118 ,11225 ,32 ,7 ,43662 ,79 ,2 ,33 ,2294342 
5119 ,11225 ,32 ,7 ,43662 ,79 ,2 ,33 ,1290568 
5120 ,11225 ,32 ,7 ,43662 ,79 ,2 ,33 ,1290568 
5121 ,11225 ,36 ,0 ,30960 ,79 ,2 ,27 ,1433861 
5122 ,11225 ,36 ,0 ,30960 ,79 ,2 ,27 ,806562 
5123 ,11225 ,36 ,0 ,30960 ,79 ,2 ,27 ,1433861 
5124 ,11225 ,36 ,0 ,30960 ,79 ,2 ,27 ,806562 
5125 ,11225 ,36 ,0 ,30960 ,79 ,2 ,27 ,806562 
5126 ,11225 ,36 ,0 ,30960 ,79 ,2 ,27 ,1433862 
5127 ,11225 ,0 ,1 ,4960 ,112 ,4 ,120 ,2635000 
5128 ,11225 ,1 ,0 ,1200 ,97 ,1 ,5 ,530000 
5129 ,11203 ,1 ,0 ,1048 ,97 ,1 ,10 ,230000 
5130 ,11212 ,1 ,0 ,1368 ,72 ,1 ,6 ,380000 
5131 ,11212 ,1 ,1 ,2000 ,86 ,1 ,163 ,443000 
5132 ,11212 ,1 ,0 ,1782 ,82 ,1 ,6 ,630000 
5133 ,11203 ,1 ,0 ,1440 ,72 ,1 ,6 ,435000 
5134 ,11203 ,1 ,0 ,1360 ,97 ,1 ,6 ,590000 
5135 ,11203 ,1 ,0 ,1051 ,97 ,1 ,10 ,365000 
5136 ,11203 ,1 ,0 ,2304 ,87 ,1 ,6 ,557000 
5137 ,11203 ,1 ,0 ,1500 ,87 ,1 ,6 ,580000 
5138 ,11203 ,1 ,0 ,2556 ,77 ,1 ,6 ,510000 
5139 ,11212 ,1 ,0 ,1696 ,97 ,1 ,2 ,570000 
5140 ,11212 ,1 ,0 ,1696 ,97 ,1 ,2 ,305000 
5141 ,11212 ,1 ,0 ,1400 ,97 ,1 ,2 ,600000 
5142 ,11212 ,1 ,0 ,1400 ,97 ,1 ,2 ,283920 
5143 ,11212 ,1 ,1 ,2212 ,67 ,1 ,163 ,420000 
5144 ,11212 ,1 ,1 ,1200 ,86 ,1 ,163 ,275000 
5145 ,11225 ,1 ,0 ,448 ,107 ,1 ,10 ,350000 
5146 ,11203 ,1 ,0 ,840 ,107 ,1 ,10 ,998000 
5147 ,11203 ,1 ,0 ,1416 ,92 ,1 ,6 ,560000 
5148 ,11203 ,1 ,0 ,1500 ,107 ,1 ,6 ,550000 
5149 ,11225 ,1 ,0 ,960 ,87 ,1 ,6 ,550500 
5150 ,11225 ,1 ,0 ,960 ,87 ,1 ,6 ,400000 
5151 ,11225 ,1 ,0 ,960 ,87 ,1 ,6 ,545000 
5152 ,11225 ,1 ,0 ,960 ,87 ,1 ,6 ,430000 
5153 ,11203 ,1 ,0 ,714 ,107 ,1 ,10 ,320000 
5154 ,11203 ,1 ,0 ,1000 ,102 ,1 ,10 ,350000 
5155 ,11203 ,1 ,0 ,1320 ,107 ,1 ,10 ,463224 
5156 ,11203 ,1 ,0 ,2065 ,72 ,1 ,6 ,615000 
5157 ,11203 ,1 ,0 ,824 ,72 ,1 ,6 ,450000 
5158 ,11203 ,1 ,0 ,1312 ,82 ,1 ,10 ,325000 
5159 ,11203 ,1 ,0 ,1812 ,12 ,1 ,6 ,265000 
5160 ,11203 ,1 ,0 ,1472 ,97 ,1 ,6 ,500000 
5161 ,11203 ,1 ,0 ,2234 ,92 ,1 ,10 ,540000 
5162 ,11203 ,1 ,1 ,1392 ,87 ,1 ,163 ,525000 
5163 ,11203 ,1 ,0 ,2056 ,72 ,1 ,6 ,565000 
5164 ,11203 ,1 ,1 ,1811 ,67 ,1 ,163 ,335000 
5165 ,11203 ,1 ,0 ,1683 ,72 ,1 ,6 ,570000 
5166 ,11225 ,2 ,0 ,1529 ,77 ,1 ,11 ,995000 
5167 ,11213 ,2 ,0 ,5184 ,87 ,1 ,11 ,1410000 
5168 ,11203 ,2 ,0 ,4880 ,87 ,1 ,11 ,1375000 
5169 ,11225 ,2 ,1 ,3120 ,82 ,1 ,164 ,702000 
5170 ,11225 ,2 ,0 ,2080 ,97 ,1 ,14 ,885000 
5171 ,11203 ,2 ,0 ,2320 ,87 ,1 ,11 ,975000 
5172 ,11203 ,2 ,0 ,2320 ,87 ,1 ,11 ,540000 
5173 ,11203 ,2 ,0 ,1705 ,72 ,1 ,11 ,20000 
5174 ,11203 ,2 ,0 ,1705 ,72 ,1 ,11 ,30000 
5175 ,11203 ,2 ,0 ,1662 ,72 ,1 ,11 ,700000 
5176 ,11212 ,2 ,0 ,1672 ,77 ,1 ,11 ,540000 
5177 ,11212 ,2 ,0 ,1680 ,77 ,1 ,11 ,401000 
5178 ,11212 ,2 ,0 ,3842 ,92 ,1 ,11 ,455661 
5179 ,11212 ,2 ,0 ,3842 ,92 ,1 ,11 ,1098328 
5180 ,11203 ,2 ,0 ,1408 ,72 ,1 ,11 ,349830 
5181 ,11212 ,2 ,0 ,1896 ,67 ,1 ,11 ,600000 
5182 ,11212 ,2 ,0 ,1782 ,82 ,1 ,11 ,385000 
5183 ,11212 ,2 ,1 ,3308 ,92 ,1 ,164 ,640000 
5184 ,11203 ,2 ,0 ,2200 ,77 ,1 ,11 ,300000 
5185 ,11203 ,2 ,0 ,2440 ,77 ,1 ,11 ,500000 
5186 ,11203 ,2 ,0 ,1740 ,82 ,1 ,11 ,660500 
5187 ,11203 ,2 ,0 ,1728 ,72 ,1 ,11 ,582000 
5188 ,11203 ,2 ,0 ,1500 ,72 ,1 ,11 ,525000 
5189 ,11203 ,2 ,0 ,2050 ,72 ,1 ,11 ,200000 
5190 ,11203 ,2 ,0 ,2235 ,82 ,1 ,11 ,555000 
5191 ,11212 ,2 ,1 ,5380 ,107 ,1 ,164 ,460000 
5192 ,11203 ,2 ,0 ,1571 ,77 ,1 ,11 ,35000 
5193 ,11203 ,2 ,0 ,1732 ,77 ,1 ,11 ,150000 
5194 ,11203 ,2 ,0 ,4548 ,87 ,1 ,11 ,663000 
5195 ,11203 ,2 ,0 ,1690 ,116 ,1 ,12 ,550000 
5196 ,11203 ,2 ,0 ,2760 ,97 ,1 ,11 ,486000 
5197 ,11212 ,2 ,0 ,1674 ,77 ,1 ,11 ,270000 
5198 ,11203 ,2 ,0 ,2265 ,97 ,1 ,12 ,890000 
5199 ,11203 ,2 ,0 ,1620 ,97 ,1 ,11 ,783484 
5200 ,11203 ,2 ,0 ,2992 ,87 ,1 ,12 ,450000 
5201 ,11203 ,2 ,0 ,2352 ,77 ,1 ,11 ,540000 
5202 ,11212 ,2 ,0 ,1958 ,67 ,1 ,11 ,475000 
5203 ,11225 ,2 ,0 ,1440 ,112 ,1 ,14 ,675000 
5204 ,11225 ,2 ,0 ,1720 ,118 ,1 ,14 ,645000 
5205 ,11225 ,2 ,0 ,1520 ,107 ,1 ,12 ,525000 
5206 ,11203 ,2 ,0 ,1960 ,62 ,1 ,11 ,825000 
5207 ,11203 ,2 ,0 ,1960 ,62 ,1 ,11 ,700000 
5208 ,11203 ,2 ,0 ,1723 ,72 ,1 ,11 ,450000 
5209 ,11203 ,2 ,0 ,3410 ,77 ,1 ,11 ,793000 
5210 ,11203 ,2 ,0 ,900 ,72 ,1 ,11 ,525000 
5211 ,11203 ,2 ,0 ,1527 ,72 ,1 ,11 ,669000 
5212 ,11203 ,2 ,0 ,1966 ,62 ,1 ,11 ,550000 
5213 ,11203 ,2 ,0 ,1680 ,72 ,1 ,12 ,240000 
5214 ,11226 ,2 ,1 ,3000 ,87 ,1 ,164 ,850000 
5215 ,11203 ,2 ,0 ,2652 ,92 ,1 ,11 ,420000 
5216 ,11203 ,2 ,0 ,2104 ,72 ,1 ,13 ,465000 
5217 ,11203 ,2 ,0 ,2104 ,72 ,1 ,13 ,350000 
5218 ,11203 ,2 ,0 ,1774 ,92 ,1 ,12 ,745000 
5219 ,11203 ,2 ,0 ,2760 ,97 ,1 ,12 ,60000 
5220 ,11203 ,2 ,0 ,2760 ,97 ,1 ,12 ,320000 
5221 ,11203 ,2 ,0 ,2600 ,97 ,1 ,11 ,560000 
5222 ,11203 ,3 ,0 ,2754 ,10 ,1 ,15 ,942500 
5223 ,11203 ,3 ,0 ,2963 ,67 ,1 ,15 ,520000 
5224 ,11203 ,3 ,0 ,2950 ,77 ,1 ,15 ,628000 
5225 ,11212 ,3 ,0 ,3288 ,87 ,1 ,15 ,520000 
5226 ,11203 ,3 ,0 ,2760 ,97 ,1 ,15 ,775000 
5227 ,11212 ,3 ,0 ,3924 ,82 ,1 ,15 ,480000 
5228 ,11212 ,3 ,0 ,2860 ,67 ,1 ,15 ,552000 
5229 ,11203 ,3 ,0 ,1400 ,107 ,1 ,15 ,169750 
5230 ,11212 ,3 ,0 ,3440 ,67 ,1 ,15 ,645000 
5231 ,11212 ,3 ,0 ,2720 ,92 ,1 ,15 ,575000 
5232 ,11212 ,3 ,0 ,2766 ,82 ,1 ,15 ,505000 
5233 ,11225 ,3 ,0 ,1800 ,19 ,1 ,15 ,500000 
5234 ,11225 ,3 ,0 ,3240 ,13 ,1 ,15 ,1100000 
5235 ,11203 ,3 ,0 ,3225 ,10 ,1 ,15 ,975000 
5236 ,11203 ,3 ,0 ,2720 ,87 ,1 ,15 ,499000 
5237 ,11203 ,3 ,0 ,2520 ,92 ,1 ,15 ,1107000 
5238 ,11203 ,3 ,0 ,2480 ,89 ,1 ,15 ,915000 
5239 ,11226 ,3 ,0 ,2970 ,97 ,1 ,15 ,850000 
5240 ,11203 ,3 ,0 ,2680 ,97 ,1 ,15 ,540000 
5241 ,11203 ,3 ,0 ,2600 ,97 ,1 ,15 ,374000 
5242 ,11225 ,4 ,0 ,3280 ,94 ,2 ,18 ,1245000 
5243 ,11212 ,4 ,0 ,3608 ,87 ,2 ,18 ,719500 
5244 ,11212 ,4 ,0 ,3502 ,87 ,2 ,18 ,750000 
5245 ,11203 ,6 ,0 ,3652 ,87 ,2 ,17 ,1050000 
5246 ,11203 ,4 ,0 ,3608 ,87 ,2 ,18 ,575000 
5247 ,11212 ,4 ,0 ,3520 ,87 ,2 ,18 ,650000 
5248 ,11212 ,4 ,0 ,3520 ,87 ,2 ,18 ,425000 
5249 ,11212 ,4 ,0 ,3198 ,87 ,2 ,18 ,700000 
5250 ,11212 ,4 ,0 ,3198 ,87 ,2 ,18 ,200000 
5251 ,11212 ,4 ,0 ,3198 ,87 ,2 ,18 ,400000 
5252 ,11212 ,4 ,0 ,3198 ,87 ,2 ,18 ,380000 
5253 ,11212 ,4 ,0 ,3280 ,87 ,2 ,18 ,250000 
5254 ,11212 ,4 ,0 ,3413 ,87 ,2 ,18 ,400000 
5255 ,11212 ,4 ,0 ,3280 ,86 ,2 ,18 ,585000 
5256 ,11212 ,4 ,0 ,3280 ,86 ,2 ,18 ,550000 
5257 ,11212 ,4 ,0 ,3567 ,86 ,2 ,18 ,675000 
5258 ,11203 ,38 ,0 ,38640 ,89 ,2 ,16 ,7075000 
5259 ,11212 ,31 ,0 ,30556 ,97 ,2 ,16 ,5732929 
5260 ,11212 ,4 ,0 ,3280 ,86 ,2 ,18 ,365000 
5261 ,11212 ,4 ,0 ,3567 ,86 ,2 ,18 ,595000 
5262 ,11212 ,4 ,0 ,3567 ,86 ,2 ,18 ,415000 
5263 ,11212 ,4 ,0 ,3198 ,87 ,2 ,18 ,650000 
5264 ,11212 ,4 ,0 ,3198 ,87 ,2 ,18 ,765000 
5265 ,11212 ,4 ,0 ,3198 ,87 ,2 ,18 ,670000 
5266 ,11212 ,4 ,0 ,2212 ,87 ,2 ,18 ,675000 
5267 ,11212 ,8 ,0 ,6960 ,90 ,2 ,16 ,1200000 
5268 ,11212 ,4 ,0 ,3198 ,87 ,2 ,18 ,600000 
5269 ,11212 ,4 ,0 ,3198 ,87 ,2 ,18 ,500000 
5270 ,11212 ,4 ,0 ,3198 ,87 ,2 ,18 ,50000 
5271 ,11212 ,8 ,0 ,7760 ,87 ,2 ,16 ,1250000 
5272 ,11212 ,4 ,0 ,3608 ,87 ,2 ,18 ,772000 
5273 ,11212 ,13 ,0 ,7000 ,87 ,2 ,16 ,405000 
5274 ,11212 ,4 ,0 ,3198 ,97 ,2 ,18 ,633603 
5275 ,11212 ,4 ,0 ,3198 ,97 ,2 ,18 ,618900 
5276 ,11212 ,32 ,0 ,24000 ,87 ,2 ,16 ,5497920 
5277 ,11203 ,6 ,0 ,6000 ,86 ,2 ,17 ,567500 
5278 ,11203 ,4 ,0 ,3040 ,86 ,2 ,18 ,999999 
5279 ,11203 ,54 ,0 ,55188 ,79 ,2 ,27 ,25000000 
5280 ,11212 ,70 ,0 ,61600 ,88 ,2 ,27 ,14416220 
5281 ,11203 ,93 ,0 ,62736 ,53 ,2 ,27 ,16625000 
5282 ,11212 ,5 ,1 ,5900 ,97 ,2 ,167 ,650000 
5283 ,11212 ,5 ,1 ,5100 ,87 ,2 ,167 ,760000 
5284 ,11203 ,4 ,2 ,7000 ,86 ,2 ,168 ,870000 
5285 ,11203 ,4 ,4 ,5160 ,97 ,2 ,168 ,2125000 
5286 ,11203 ,0 ,1 ,3180 ,86 ,4 ,90 ,2615000 
5287 ,11212 ,0 ,4 ,2900 ,86 ,4 ,90 ,1600000 
5288 ,11203 ,1 ,1 ,4332 ,86 ,4 ,93 ,2100000 
5289 ,11203 ,0 ,1 ,7072 ,86 ,4 ,91 ,4500000 
5290 ,11226 ,0 ,1 ,14020 ,87 ,4 ,90 ,3500000 
5291 ,11234 ,1 ,0 ,1436 ,77 ,1 ,6 ,350000 
5292 ,11234 ,1 ,0 ,957 ,77 ,1 ,6 ,490000 
5293 ,11234 ,1 ,0 ,1056 ,77 ,1 ,10 ,485000 
5294 ,11234 ,1 ,0 ,1056 ,77 ,1 ,10 ,345000 
5295 ,11234 ,1 ,0 ,924 ,67 ,1 ,10 ,396440 
5296 ,11234 ,1 ,0 ,906 ,67 ,1 ,10 ,442000 
5297 ,11234 ,1 ,0 ,816 ,67 ,1 ,3 ,432000 
5298 ,11234 ,1 ,0 ,886 ,97 ,1 ,2 ,440000 
5299 ,11234 ,1 ,0 ,1056 ,77 ,1 ,6 ,539000 
5300 ,11234 ,1 ,0 ,990 ,92 ,1 ,6 ,130000 
5301 ,11234 ,1 ,0 ,1116 ,63 ,1 ,6 ,490000 
5302 ,11234 ,1 ,0 ,1296 ,72 ,1 ,6 ,479000 
5303 ,11234 ,1 ,0 ,1296 ,72 ,1 ,6 ,350000 
5304 ,11234 ,1 ,0 ,616 ,92 ,1 ,3 ,55000 
5305 ,11234 ,1 ,0 ,1376 ,92 ,1 ,6 ,485000 
5306 ,11234 ,1 ,0 ,1440 ,92 ,1 ,2 ,426500 
5307 ,11234 ,1 ,0 ,1600 ,77 ,1 ,2 ,590000 
5308 ,11234 ,1 ,0 ,1600 ,97 ,1 ,6 ,589000 
5309 ,11234 ,1 ,0 ,2180 ,57 ,1 ,6 ,551200 
5310 ,11234 ,1 ,0 ,2180 ,57 ,1 ,6 ,663000 
5311 ,11234 ,1 ,0 ,2100 ,57 ,1 ,6 ,521000 
5312 ,11234 ,1 ,0 ,1683 ,77 ,1 ,6 ,445000 
5313 ,11234 ,1 ,0 ,1616 ,97 ,1 ,10 ,483000 
5314 ,11234 ,1 ,0 ,2160 ,92 ,1 ,6 ,579000 
5315 ,11234 ,1 ,0 ,1562 ,102 ,1 ,6 ,515000 
5316 ,11234 ,1 ,0 ,2109 ,92 ,1 ,6 ,537500 
5317 ,11234 ,1 ,0 ,576 ,92 ,1 ,3 ,320000 
5318 ,11234 ,1 ,0 ,938 ,97 ,1 ,10 ,470000 
